cups,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12
d18448fa2230,-6.752527428936024,-0.8411552559498775,3.590604653918812,-4.55847314997221,2.205657618518508,1.5175187461490265,-2.2761567764886097,0.872495133340441,0.24463939548829228,-0.8644185134612047,0.733533015972316,-0.9244798250933832
d4032a0b3dea,-0.44880121909596987,1.8142659739928153,-1.1880427063972854,0.2606176166105707,-1.0601825161427543,1.6406877356450995,-0.014456725802025974,-0.10029912913647869,0.3498395323526328,-0.03898204901526612,-0.4358004268084007,0.6001856476156668
d55816977df1,8.860602057073026,10.376328675754813,5.085848932302326,0.021869775699171583,3.3907686459758577,-4.260925508839378,0.18964192260489218,2.107815094007671,0.39566849331955345,-1.2416806042524215,-1.0367819935576972,-0.7095338121634108
d60abb43b0bc,-3.1866550366056314,0.2202478831833995,-1.1464571950463833,0.2438101228087303,-0.06144410919990437,-0.17147103536992017,-0.17076245377636332,-0.39245176591783865,0.14285631254608722,-0.41764851498808364,0.17684868515949,0.025835722420140154
d8555c97f799,7.353783660746205,0.8072499559849646,1.3349593422242707,-1.2021579453280464,-1.1976896712625846,-1.2832100794244208,2.1011761662243025,-0.32343076327167386,1.881849555720216,0.18620966952243254,2.5705490198890044,0.3654480427718895
e00164f28d81,0.7605699534324727,3.868588182025658,-0.22934161122168562,-0.2802237675347453,-1.3889144940042644,-1.1500694025486873,0.5021407677860049,-0.37896798414318056,0.0776475560875852,0.5905724829166514,0.39434046958867813,-0.23991317971031587
e1c96aca8aa9,5.906285436204764,1.4700861959904565,-0.2489858071993668,0.5685460868925691,-0.15059517153914515,2.083599425628974,-0.8345752446628876,0.08128670085682826,-0.5510392027557407,-0.02366073252404426,-0.5541713116304893,-0.2507099473983949
e2972a4aa5d5,-2.817131898605366,-0.7279205461044864,-1.1823185456685872,0.04250094321820877,0.020485437946029875,-0.006039590772318379,0.004217627258167839,-0.7099235522604261,-0.9786003016176995,0.09416120521020808,-0.3133111043634443,0.2017126827786483
e7b153decb4b,-4.883974973982679,0.505201691678665,0.15653165058212845,-1.7571157841066445,-1.5406120671910437,0.13260113712997113,0.2580355029883572,-0.037371722123678154,0.2872241578957417,-1.106122345620927,0.06318126080676864,-0.021137380999908927
e9ae574ff977,4.123090562058003,3.0346092912122455,0.05602223513479212,0.7274957595133,0.31587317299908146,1.4410168381628954,-1.2411975344355377,0.026346168605478077,-0.8945722495167093,-0.31062460176819146,-0.6364645354462664,-0.26362765760531076
e9ba19111ba2,0.8334297088200163,-1.990583348597638,-0.8018853720532899,-1.628405797821496,-1.2437061176529935,0.6040502683576062,-0.9384039936440056,-0.7364135668823252,-1.528678031129229,-0.08275090433231118,-0.9907361397150632,-0.18905615012257937
eecaa816b74b,-2.13884794781416,-1.6702357081010668,0.3163539068137569,-1.1790597889450394,1.313037996634386,0.8265141344008818,-0.05882348851095467,0.8033554010438115,-0.649540945208069,-0.17854985577308682,-0.9682915773752898,0.245860313035748
f01cc7652e9e,1.6113818019241988,-0.08755086859745452,-1.5497215590320674,0.6754105207330006,-0.8374009589234179,0.8074594436440894,0.0713023311026174,-0.3142287972688312,0.28081602470812284,-0.1271618677005366,0.16417296558031058,-0.12246090497353765
f031c514ae35,4.592875009876656,1.1057814339784104,-0.0794242325166605,-0.5645183846422358,-0.997627112623853,2.1478268239191785,-0.9277708232999574,-1.0607871193980378,-1.2827920052376558,0.6153889909102426,-0.32785972702123745,-0.5948159405461625
f1a487408720,-5.26483924425985,-1.2108909070138698,0.8571424620700528,-1.5558015677321935,1.42766792993993,-0.684696108638794,-0.822250686980518,-0.17760507347419136,0.22658066882258743,0.7748196058791049,1.1518320950068242,0.46950771837556116
f695586984d6,-2.0713041322569925,0.6398081067961646,-0.46931655553668855,-0.7415978467501293,-1.1799600830423422,-0.3960701468808619,-0.400925281169264,0.4461207508651014,-0.27411507704318294,-0.2360383845368286,0.25551758604869806,-0.1174847649539185
fc6f5ded11aa,-1.5878727355125812,-0.7327492008383463,-0.21727588453514668,-1.2750158479124314,-0.875037142910115,-0.2588951701407885,-0.2082784680731391,0.5519329626924997,-0.11417184582058999,-0.402145599098731,-0.4544762081752385,0.2144468254721275
fef3a0e21aab,0.19746619530360654,-1.0153013071333858,-1.705598278110019,0.33821537032469157,-0.48447154288820415,0.24711997103184163,0.02871406768528854,-0.19679174696138885,0.07783985958184284,-0.4969910897744062,-0.2648359025253456,-0.11520757495671924
ceaddbf817fc,-1.1487078401557358,-2.267587023955718,0.3189260162584417,-2.727655600330115,0.2859292534760642,0.3697653794901585,-1.2608737490929023,0.275172344502381,-1.544494064801839,-0.532942116327369,0.23202808834094832,-0.0845502154564806
d0fbcc1108d8,-4.653094704447915,-1.748628185742546,1.8644388923768909,-2.6043620414141238,0.46386556607391066,0.017548885106148198,-0.529050475210568,0.9924559500158302,0.12193669275389238,-0.8747320684831941,0.6227926571788189,0.42359198807914633
