cups,principal_component_1,principal_component_2
c5fa6b7264f9,-0.2748389946980566,3.4163033032377585
c762bb72bd52,2.8896845139489313,2.854419406682356
c8b50ccf6f9c,-3.8025790612522097,-1.8568012946479873
cc26481a6b26,-3.0977791352719755,0.17398527273857584
ce0e3832ae5b,-2.724974151828318,0.2174425908192719
cf5c2db7d01b,-0.7262710722540355,-0.9664334604242991
d15c67c0173b,-2.5881602485945137,1.4824044432262606
d18448fa2230,-6.752527428936024,-0.8411552559498775
d4032a0b3dea,-0.44880121909596987,1.8142659739928153
d55816977df1,8.860602057073026,10.376328675754813
d60abb43b0bc,-3.1866550366056314,0.2202478831833995
d8555c97f799,7.353783660746205,0.8072499559849646
e00164f28d81,0.7605699534324727,3.868588182025658
e1c96aca8aa9,5.906285436204764,1.4700861959904565
e2972a4aa5d5,-2.817131898605366,-0.7279205461044864
e7b153decb4b,-4.883974973982679,0.505201691678665
e9ae574ff977,4.123090562058003,3.0346092912122455
e9ba19111ba2,0.8334297088200163,-1.990583348597638
eecaa816b74b,-2.13884794781416,-1.6702357081010668
f01cc7652e9e,1.6113818019241988,-0.08755086859745452
f031c514ae35,4.592875009876656,1.1057814339784104
f1a487408720,-5.26483924425985,-1.2108909070138698
f695586984d6,-2.0713041322569925,0.6398081067961646
fc6f5ded11aa,-1.5878727355125812,-0.7327492008383463
fef3a0e21aab,0.19746619530360654,-1.0153013071333858
ceaddbf817fc,-1.1487078401557358,-2.267587023955718
d0fbcc1108d8,-4.653094704447915,-1.748628185742546
